I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, X, Y, Z
-146,-112,34,129,-90,-39,195,161,24,-48,-82,-136,-146,-63,-117
-146,-112,34,129,-90,-39,195,165,29,-43,-82,-136,-146,-63,-117
-151,-117,34,134,-92,-41,204,165,34,-43,-82,-136,-146,-63,-122
-151,-117,34,134,-92,-41,209,170,39,-43,-78,-136,-146,-63,-122
-151,-112,39,131,-95,-36,209,170,39,-39,-78,-136,-146,-63,-122
-151,-112,39,131,-95,-36,209,175,43,-39,-73,-136,-146,-63,-126
-151,-117,34,134,-92,-41,209,180,48,-29,-73,-141,-146,-63,-126
-151,-117,34,134,-92,-41,209,180,48,-24,-73,-141,-146,-68,-126
-151,-117,34,134,-92,-41,214,185,53,-24,-68,-136,-146,-68,-126
-151,-117,34,134,-92,-41,214,185,53,-14,-63,-126,-146,-68,-131
-151,-117,34,134,-92,-41,214,190,58,-9,-58,-126,-141,-73,-131
-151,-112,39,131,-95,-36,219,195,68,-4,-53,-122,-136,-78,-136
-151,-112,39,131,-95,-36,219,195,73,-4,-48,-126,-136,-78,-136
-151,-112,39,131,-95,-36,219,200,78,0,-43,-126,-136,-78,-141
-151,-112,39,131,-95,-36,219,204,87,9,-39,-126,-136,-73,-141
-151,-112,39,131,-95,-36,219,204,97,19,-29,-126,-131,-68,-146
-146,-112,34,129,-90,-39,219,214,102,29,-19,-117,-126,-68,-151
-146,-112,34,129,-90,-39,219,219,112,39,-9,-117,-126,-68,-151
-146,-112,34,129,-90,-39,219,229,122,53,4,-107,-122,-68,-156
-141,-107,34,124,-87,-36,219,239,136,68,14,-97,-117,-68,-161
-141,-107,34,124,-87,-36,219,248,156,82,29,-92,-102,-68,-165
-136,-107,29,122,-82,-39,219,253,165,97,48,-82,-92,-68,-175
-141,-107,34,124,-87,-36,219,258,190,117,58,-73,-82,-68,-180
-141,-102,39,122,-90,-31,224,268,209,141,82,-63,-73,-68,-185
-136,-97,39,117,-87,-29,224,283,234,161,102,-53,-63,-58,-190
-131,-97,34,114,-82,-31,224,297,258,190,122,-34,-53,-53,-200
-131,-97,34,114,-82,-31,224,317,283,219,151,-14,-39,-53,-209
-131,-87,43,109,-87,-21,224,331,317,253,185,4,-14,-53,-214
-126,-82,43,104,-85,-19,224,351,356,292,224,19,9,-53,-234
-117,-73,43,95,-80,-14,224,370,395,336,268,43,39,-48,-248
-112,-73,39,92,-75,-17,224,390,434,385,312,73,68,-43,-263
-97,-63,34,80,-65,-14,224,409,488,434,366,102,97,-43,-283
-87,-48,39,68,-63,-4,229,429,546,497,434,131,126,-39,-297
-68,-34,34,51,-51,0,234,468,639,595,531,190,185,-34,-331
-68,-34,34,51,-51,0,234,468,639,595,531,190,185,-34,-331
